Date,day_change
1933-01-27,0.0
1933-01-30,0.0
1933-01-31,0.0
1933-02-01,0.0
1933-02-02,0.0
1933-02-03,0.0
1933-02-06,0.0
1933-02-07,0.0
1933-02-08,0.0
1933-02-09,0.0
1933-02-10,0.0
1933-02-14,0.0
1933-02-15,0.0
1933-02-16,0.0
1933-02-17,0.0
1933-02-20,0.0
1933-02-21,0.0
1933-02-23,0.0
1933-02-24,0.0
1933-02-27,0.0
1933-02-28,0.0
1933-03-01,0.0
1933-03-02,0.0
1933-03-03,0.0
1933-03-15,0.0
1933-03-16,0.0
1933-03-17,0.0
1933-03-20,0.0
1933-03-21,0.0
1933-03-22,0.0
1933-03-23,0.0
1933-03-24,0.0
1933-03-27,0.0
1933-03-28,0.0
1933-03-29,0.0
1933-03-30,0.0
1933-03-31,0.0
1933-04-03,0.0
1933-04-04,0.0
1933-04-05,0.0
1933-04-06,0.0
1933-04-07,0.0
1933-04-10,0.0
1933-04-11,0.0
1933-04-12,0.0
1933-04-13,0.0
1933-04-17,0.0
1933-04-18,0.0
1933-04-19,0.0
1933-04-20,0.0
1933-04-21,0.0
1933-04-24,0.0
1933-04-25,0.0
1933-04-26,0.0
1933-04-27,0.0
1933-04-28,0.0
1933-05-01,0.0
1933-05-02,0.0
1933-05-03,0.0
1933-05-04,0.0
1933-05-05,0.0
1933-05-08,0.0
1933-05-09,0.0
1933-05-10,0.0
1933-05-11,0.0
1933-05-12,0.0
1933-05-15,0.0
1933-05-16,0.0
1933-05-17,0.0
1933-05-18,0.0
1933-05-19,0.0
1933-05-22,0.0
1933-05-23,0.0
1933-05-24,0.0
1933-05-25,0.0
1933-05-26,0.0
1933-05-29,0.0
1933-05-31,0.0
1933-06-01,0.0
1933-06-02,0.0
1933-06-05,0.0
1933-06-06,0.0
1933-06-07,0.0
1933-06-08,0.0
1933-06-09,0.0
1933-06-12,0.0
1933-06-13,0.0
1933-06-14,0.0
1933-06-15,0.0
1933-06-16,0.0
1933-06-19,0.0
1933-06-20,0.0
1933-06-21,0.0
1933-06-22,0.0
1933-06-23,0.0
1933-06-26,0.0
1933-06-27,0.0
1933-06-28,0.0
1933-06-29,0.0
1933-06-30,0.0
1933-07-03,0.0
1933-07-05,0.0
1933-07-06,0.0
1933-07-07,0.0
1933-07-10,0.0
1933-07-11,0.0
1933-07-12,0.0
1933-07-13,0.0
1933-07-14,0.0
1933-07-17,0.0
1933-07-18,0.0
1933-07-19,0.0
1933-07-20,0.0
1933-07-21,0.0
1933-07-24,0.0
1933-07-25,0.0
1933-07-26,0.0
1933-07-27,0.0
1933-07-28,0.0
1933-07-31,0.0
1933-08-01,0.0
1933-08-02,0.0
1933-08-03,0.0
1933-08-04,0.0
1933-08-07,0.0
1933-08-08,0.0
1933-08-09,0.0
1933-08-10,0.0
1933-08-11,0.0
1933-08-14,0.0
1933-08-15,0.0
1933-08-16,0.0
1933-08-17,0.0
1933-08-18,0.0
1933-08-21,0.0
1933-08-22,0.0
1933-08-23,0.0
1933-08-24,0.0
1933-08-25,0.0
1933-08-28,0.0
1933-08-29,0.0
1933-08-30,0.0
1933-08-31,0.0
1933-09-01,0.0
1933-09-05,0.0
1933-09-06,0.0
1933-09-07,0.0
1933-09-08,0.0
1933-09-11,0.0
1933-09-12,0.0
1933-09-13,0.0
1933-09-14,0.0
1933-09-15,0.0
1933-09-18,0.0
1933-09-19,0.0
1933-09-20,0.0
1933-09-21,0.0
1933-09-22,0.0
1933-09-25,0.0
1933-09-26,0.0
1933-09-27,0.0
1933-09-28,0.0
1933-09-29,0.0
1933-10-02,0.0
1933-10-03,0.0
1933-10-04,0.0
1933-10-05,0.0
1933-10-06,0.0
1933-10-09,0.0
1933-10-10,0.0
1933-10-11,0.0
1933-10-13,0.0
1933-10-16,0.0
1933-10-17,0.0
1933-10-18,0.0
1933-10-19,0.0
1933-10-20,0.0
1933-10-23,0.0
1933-10-24,0.0
1933-10-25,0.0
1933-10-26,0.0
1933-10-27,0.0
1933-10-30,0.0
1933-10-31,0.0
1933-11-01,0.0
1933-11-02,0.0
1933-11-03,0.0
1933-11-06,0.0
1933-11-08,0.0
1933-11-09,0.0
1933-11-10,0.0
1933-11-13,0.0
1933-11-14,0.0
1933-11-15,0.0
1933-11-16,0.0
1933-11-17,0.0
1933-11-20,0.0
1933-11-21,0.0
1933-11-22,0.0
1933-11-23,0.0
1933-11-24,0.0
1933-11-27,0.0
1933-11-28,0.0
1933-11-29,0.0
1933-12-01,0.0
1933-12-04,0.0
1933-12-05,0.0
1933-12-06,0.0
1933-12-07,0.0
1933-12-08,0.0
1933-12-11,0.0
1933-12-12,0.0
1933-12-13,0.0
1933-12-14,0.0
1933-12-15,0.0
1933-12-18,0.0
1933-12-19,0.0
1933-12-20,0.0
1933-12-21,0.0
1933-12-22,0.0
1933-12-26,0.0
1933-12-27,0.0
1933-12-28,0.0
1933-12-29,0.0
1934-01-02,0.0
1934-01-03,0.0
1934-01-04,0.0
1934-01-05,0.0
1934-01-08,0.0
1934-01-09,0.0
1934-01-10,0.0
1934-01-11,0.0
1934-01-12,0.0
1934-01-15,0.0
1934-01-16,0.0
1934-01-17,0.0
1934-01-18,0.0
1934-01-19,0.0
1934-01-22,0.0
1934-01-23,0.0
1934-01-24,0.0
1934-01-25,0.0
1934-01-26,0.0
1934-01-29,0.0
1934-01-30,0.0
1934-01-31,0.0
1934-02-01,0.0
1934-02-02,0.0
1934-02-05,0.0
1934-02-06,0.0
1934-02-07,0.0
1934-02-08,0.0
1934-02-09,0.0
1934-02-13,0.0
1934-02-14,0.0
1934-02-15,0.0
1934-02-16,0.0
1934-02-19,0.0
1934-02-20,0.0
1934-02-21,0.0
1934-02-23,0.0
1934-02-26,0.0
1934-02-27,0.0
1934-02-28,0.0
1934-03-01,0.0
1934-03-02,0.0
1934-03-05,0.0
1934-03-06,0.0
1934-03-07,0.0
1934-03-08,0.0
1934-03-09,0.0
1934-03-12,0.0
1934-03-13,0.0
1934-03-14,0.0
1934-03-15,0.0
1934-03-16,0.0
1934-03-19,0.0
1934-03-20,0.0
1934-03-21,0.0
1934-03-22,0.0
1934-03-23,0.0
1934-03-26,0.0
1934-03-27,0.0
1934-03-28,0.0
1934-03-29,0.0
1934-04-02,0.0
1934-04-03,0.0
1934-04-04,0.0
1934-04-05,0.0
1934-04-06,0.0
1934-04-09,0.0
1934-04-10,0.0
1934-04-11,0.0
1934-04-12,0.0
1934-04-13,0.0
1934-04-16,0.0
1934-04-17,0.0
1934-04-18,0.0
1934-04-19,0.0
1934-04-20,0.0
1934-04-23,0.0
1934-04-24,0.0
1934-04-25,0.0
1934-04-26,0.0
1934-04-27,0.0
1934-04-30,0.0
1934-05-01,0.0
1934-05-02,0.0
1934-05-03,0.0
1934-05-04,0.0
1934-05-07,0.0
1934-05-08,0.0
1934-05-09,0.0
1934-05-10,0.0
1934-05-11,0.0
1934-05-14,0.0
1934-05-15,0.0
1934-05-16,0.0
1934-05-17,0.0
1934-05-18,0.0
1934-05-21,0.0
1934-05-22,0.0
1934-05-23,0.0
1934-05-24,0.0
1934-05-25,0.0
1934-05-28,0.0
1934-05-29,0.0
1934-05-31,0.0
1934-06-01,0.0
1934-06-04,0.0
1934-06-05,0.0
1934-06-06,0.0
1934-06-07,0.0
1934-06-08,0.0
1934-06-11,0.0
1934-06-12,0.0
1934-06-13,0.0
1934-06-14,0.0
1934-06-15,0.0
1934-06-18,0.0
1934-06-19,0.0
1934-06-20,0.0
1934-06-21,0.0
1934-06-22,0.0
1934-06-25,0.0
1934-06-26,0.0
1934-06-27,0.0
1934-06-28,0.0
1934-06-29,0.0
1934-07-02,0.0
1934-07-03,0.0
1934-07-05,0.0
1934-07-06,0.0
1934-07-09,0.0
1934-07-10,0.0
1934-07-11,0.0
1934-07-12,0.0
1934-07-13,0.0
1934-07-16,0.0
1934-07-17,0.0
1934-07-18,0.0
1934-07-19,0.0
1934-07-20,0.0
1934-07-23,0.0
1934-07-24,0.0
1934-07-25,0.0
1934-07-26,0.0
1934-07-27,0.0
1934-07-30,0.0
1934-07-31,0.0
1934-08-01,0.0
1934-08-02,0.0
1934-08-03,0.0
1934-08-06,0.0
1934-08-07,0.0
1934-08-08,0.0
1934-08-09,0.0
1934-08-10,0.0
1934-08-13,0.0
1934-08-14,0.0
1934-08-15,0.0
1934-08-16,0.0
1934-08-17,0.0
1934-08-20,0.0
1934-08-21,0.0
1934-08-22,0.0
1934-08-23,0.0
1934-08-24,0.0
1934-08-27,0.0
1934-08-28,0.0
1934-08-29,0.0
1934-08-30,0.0
1934-08-31,0.0
1934-09-04,0.0
1934-09-05,0.0
1934-09-06,0.0
1934-09-07,0.0
1934-09-10,0.0
1934-09-11,0.0
1934-09-12,0.0
1934-09-13,0.0
1934-09-14,0.0
1934-09-17,0.0
1934-09-18,0.0
1934-09-19,0.0
1934-09-20,0.0
1934-09-21,0.0
1934-09-24,0.0
1934-09-25,0.0
1934-09-26,0.0
1934-09-27,0.0
1934-09-28,0.0
1934-10-01,0.0
1934-10-02,0.0
1934-10-03,0.0
1934-10-04,0.0
1934-10-05,0.0
1934-10-08,0.0
1934-10-09,0.0
1934-10-10,0.0
1934-10-11,0.0
1934-10-15,0.0
1934-10-16,0.0
1934-10-17,0.0
1934-10-18,0.0
1934-10-19,0.0
1934-10-22,0.0
1934-10-23,0.0
1934-10-24,0.0
1934-10-25,0.0
1934-10-26,0.0
1934-10-29,0.0
1934-10-30,0.0
1934-10-31,0.0
1934-11-01,0.0
1934-11-02,0.0
1934-11-05,0.0
1934-11-07,0.0
1934-11-08,0.0
1934-11-09,0.0
1934-11-13,0.0
1934-11-14,0.0
1934-11-15,0.0
1934-11-16,0.0
1934-11-19,0.0
1934-11-20,0.0
1934-11-21,0.0
1934-11-22,0.0
1934-11-23,0.0
1934-11-26,0.0
1934-11-27,0.0
1934-11-28,0.0
1934-11-30,0.0
1934-12-03,0.0
1934-12-04,0.0
1934-12-05,0.0
1934-12-06,0.0
1934-12-07,0.0
1934-12-10,0.0
1934-12-11,0.0
1934-12-12,0.0
1934-12-13,0.0
1934-12-14,0.0
1934-12-17,0.0
1934-12-18,0.0
1934-12-19,0.0
1934-12-20,0.0
1934-12-21,0.0
1934-12-24,0.0
1934-12-26,0.0
1934-12-27,0.0
1934-12-28,0.0
1934-12-31,0.0
1935-01-02,0.0
1935-01-03,0.0
1935-01-04,0.0
1935-01-07,0.0
1935-01-08,0.0
1935-01-09,0.0
1935-01-10,0.0
1935-01-11,0.0
1935-01-14,0.0
1935-01-15,0.0
1935-01-16,0.0
1935-01-17,0.0
1935-01-18,0.0
1935-01-21,0.0
1935-01-22,0.0
1935-01-23,0.0
1935-01-24,0.0
1935-01-25,0.0
1935-01-28,0.0
1935-01-29,0.0
1935-01-30,0.0
1935-01-31,0.0
1935-02-01,0.0
1935-02-04,0.0
1935-02-05,0.0
1935-02-06,0.0
1935-02-07,0.0
1935-02-08,0.0
1935-02-11,0.0
1935-02-13,0.0
1935-02-14,0.0
1935-02-15,0.0
1935-02-18,0.0
1935-02-19,0.0
1935-02-20,0.0
1935-02-21,0.0
1935-02-25,0.0
1935-02-26,0.0
1935-02-27,0.0
1935-02-28,0.0
1935-03-01,0.0
1935-03-04,0.0
1935-03-05,0.0
1935-03-06,0.0
1935-03-07,0.0
1935-03-08,0.0
1935-03-11,0.0
1935-03-12,0.0
1935-03-13,0.0
1935-03-14,0.0
1935-03-15,0.0
1935-03-18,0.0
1935-03-19,0.0
1935-03-20,0.0
1935-03-21,0.0
1935-03-22,0.0
1935-03-25,0.0
1935-03-26,0.0
1935-03-27,0.0
1935-03-28,0.0
1935-03-29,0.0
1935-04-01,0.0
1935-04-02,0.0
1935-04-03,0.0
1935-04-04,0.0
1935-04-05,0.0
1935-04-08,0.0
1935-04-09,0.0
1935-04-10,0.0
1935-04-11,0.0
1935-04-12,0.0
1935-04-15,0.0
1935-04-16,0.0
1935-04-17,0.0
1935-04-18,0.0
1935-04-22,0.0
1935-04-23,0.0
1935-04-24,0.0
1935-04-25,0.0
1935-04-26,0.0
1935-04-29,0.0
1935-04-30,0.0
1935-05-01,0.0
1935-05-02,0.0
1935-05-03,0.0
1935-05-06,0.0
1935-05-07,0.0
1935-05-08,0.0
1935-05-09,0.0
1935-05-10,0.0
1935-05-13,0.0
1935-05-14,0.0
1935-05-15,0.0
1935-05-16,0.0
1935-05-17,0.0
1935-05-20,0.0
1935-05-21,0.0
1935-05-22,0.0
1935-05-23,0.0
1935-05-24,0.0
1935-05-27,0.0
1935-05-28,0.0
1935-05-29,0.0
1935-05-31,0.0
1935-06-03,0.0
1935-06-04,0.0
1935-06-05,0.0
1935-06-06,0.0
1935-06-07,0.0
1935-06-10,0.0
1935-06-11,0.0
1935-06-12,0.0
1935-06-13,0.0
1935-06-14,0.0
1935-06-17,0.0
1935-06-18,0.0
1935-06-19,0.0
1935-06-20,0.0
1935-06-21,0.0
1935-06-24,0.0
1935-06-25,0.0
1935-06-26,0.0
1935-06-27,0.0
1935-06-28,0.0
1935-07-01,0.0
1935-07-02,0.0
1935-07-03,0.0
1935-07-05,0.0
1935-07-08,0.0
1935-07-09,0.0
1935-07-10,0.0
1935-07-11,0.0
1935-07-12,0.0
1935-07-15,0.0
1935-07-16,0.0
1935-07-17,0.0
1935-07-18,0.0
1935-07-19,0.0
1935-07-22,0.0
1935-07-23,0.0
1935-07-24,0.0
1935-07-25,0.0
1935-07-26,0.0
1935-07-29,0.0
1935-07-30,0.0
1935-07-31,0.0
1935-08-01,0.0
1935-08-02,0.0
1935-08-05,0.0
1935-08-06,0.0
1935-08-07,0.0
1935-08-08,0.0
1935-08-09,0.0
1935-08-12,0.0
1935-08-13,0.0
1935-08-14,0.0
1935-08-15,0.0
1935-08-16,0.0
1935-08-19,0.0
1935-08-20,0.0
1935-08-21,0.0
1935-08-22,0.0
1935-08-23,0.0
1935-08-26,0.0
1935-08-27,0.0
1935-08-28,0.0
1935-08-29,0.0
1935-08-30,0.0
1935-09-03,0.0
1935-09-04,0.0
1935-09-05,0.0
1935-09-06,0.0
1935-09-09,0.0
1935-09-10,0.0
1935-09-11,0.0
1935-09-12,0.0
1935-09-13,0.0
1935-09-16,0.0
1935-09-17,0.0
1935-09-18,0.0
1935-09-19,0.0
1935-09-20,0.0
1935-09-23,0.0
1935-09-24,0.0
1935-09-25,0.0
1935-09-26,0.0
1935-09-27,0.0
1935-09-30,0.0
1935-10-01,0.0
1935-10-02,0.0
1935-10-03,0.0
1935-10-04,0.0
1935-10-07,0.0
1935-10-08,0.0
1935-10-09,0.0
1935-10-10,0.0
1935-10-11,0.0
1935-10-14,0.0
1935-10-15,0.0
1935-10-16,0.0
1935-10-17,0.0
1935-10-18,0.0
1935-10-21,0.0
1935-10-22,0.0
1935-10-23,0.0
1935-10-24,0.0
1935-10-25,0.0
1935-10-28,0.0
1935-10-29,0.0
1935-10-30,0.0
1935-10-31,0.0
1935-11-01,0.0
1935-11-04,0.0
1935-11-06,0.0
1935-11-07,0.0
1935-11-08,0.0
1935-11-12,0.0
1935-11-13,0.0
1935-11-14,0.0
1935-11-15,0.0
1935-11-18,0.0
1935-11-19,0.0
1935-11-20,0.0
1935-11-21,0.0
1935-11-22,0.0
1935-11-25,0.0
1935-11-26,0.0
1935-11-27,0.0
1935-11-29,0.0
1935-12-02,0.0
1935-12-03,0.0
1935-12-04,0.0
1935-12-05,0.0
1935-12-06,0.0
1935-12-09,0.0
1935-12-10,0.0
1935-12-11,0.0
1935-12-12,0.0
1935-12-13,0.0
1935-12-16,0.0
1935-12-17,0.0
1935-12-18,0.0
1935-12-19,0.0
1935-12-20,0.0
1935-12-23,0.0
1935-12-24,0.0
1935-12-26,0.0
1935-12-27,0.0
1935-12-30,0.0
1935-12-31,0.0
1936-01-02,0.0
1936-01-03,0.0
1936-01-06,0.0
1936-01-07,0.0
1936-01-08,0.0
1936-01-09,0.0
1936-01-10,0.0
1936-01-13,0.0
1936-01-14,0.0
1936-01-15,0.0
1936-01-16,0.0
1936-01-17,0.0
1936-01-20,0.0
1936-01-21,0.0
1936-01-22,0.0
1936-01-23,0.0
1936-01-24,0.0
1936-01-27,0.0
1936-01-28,0.0
1936-01-29,0.0
1936-01-30,0.0
1936-01-31,0.0
1936-02-03,0.0
1936-02-04,0.0
1936-02-05,0.0
1936-02-06,0.0
1936-02-07,0.0
1936-02-10,0.0
1936-02-11,0.0
1936-02-13,0.0
1936-02-14,0.0
1936-02-17,0.0
1936-02-18,0.0
1936-02-19,0.0
1936-02-20,0.0
1936-02-21,0.0
1936-02-24,0.0
1936-02-25,0.0
1936-02-26,0.0
1936-02-27,0.0
1936-02-28,0.0
1936-03-02,0.0
1936-03-03,0.0
1936-03-04,0.0
1936-03-05,0.0
1936-03-06,0.0
1936-03-09,0.0
1936-03-10,0.0
1936-03-11,0.0
1936-03-12,0.0
1936-03-13,0.0
1936-03-16,0.0
1936-03-17,0.0
1936-03-18,0.0
1936-03-19,0.0
1936-03-20,0.0
1936-03-23,0.0
1936-03-24,0.0
1936-03-25,0.0
1936-03-26,0.0
1936-03-27,0.0
1936-03-30,0.0
1936-03-31,0.0
1936-04-01,0.0
1936-04-02,0.0
1936-04-03,0.0
1936-04-06,0.0
1936-04-07,0.0
1936-04-08,0.0
1936-04-09,0.0
1936-04-13,0.0
1936-04-14,0.0
1936-04-15,0.0
1936-04-16,0.0
1936-04-17,0.0
1936-04-20,0.0
1936-04-21,0.0
1936-04-22,0.0
1936-04-23,0.0
1936-04-24,0.0
1936-04-27,0.0
1936-04-28,0.0
1936-04-29,0.0
1936-04-30,0.0
1936-05-01,0.0
1936-05-04,0.0
1936-05-05,0.0
1936-05-06,0.0
1936-05-07,0.0
1936-05-08,0.0
1936-05-11,0.0
1936-05-12,0.0
1936-05-13,0.0
1936-05-14,0.0
1936-05-15,0.0
1936-05-18,0.0
1936-05-19,0.0
1936-05-20,0.0
1936-05-21,0.0
1936-05-22,0.0
1936-05-25,0.0
1936-05-26,0.0
1936-05-27,0.0
1936-05-28,0.0
1936-05-29,0.0
1936-06-01,0.0
1936-06-02,0.0
1936-06-03,0.0
1936-06-04,0.0
1936-06-05,0.0
1936-06-08,0.0
1936-06-09,0.0
1936-06-10,0.0
1936-06-11,0.0
1936-06-12,0.0
1936-06-15,0.0
1936-06-16,0.0
1936-06-17,0.0
1936-06-18,0.0
1936-06-19,0.0
1936-06-22,0.0
1936-06-23,0.0
1936-06-24,0.0
1936-06-25,0.0
1936-06-26,0.0
1936-06-29,0.0
1936-06-30,0.0
1936-07-01,0.0
1936-07-02,0.0
1936-07-03,0.0
1936-07-06,0.0
1936-07-07,0.0
1936-07-08,0.0
1936-07-09,0.0
1936-07-10,0.0
1936-07-13,0.0
1936-07-14,0.0
1936-07-15,0.0
1936-07-16,0.0
1936-07-17,0.0
1936-07-20,0.0
1936-07-21,0.0
1936-07-22,0.0
1936-07-23,0.0
1936-07-24,0.0
1936-07-27,0.0
1936-07-28,0.0
1936-07-29,0.0
1936-07-30,0.0
1936-07-31,0.0
1936-08-03,0.0
1936-08-04,0.0
1936-08-05,0.0
1936-08-06,0.0
1936-08-07,0.0
1936-08-10,0.0
1936-08-11,0.0
1936-08-12,0.0
1936-08-13,0.0
1936-08-14,0.0
1936-08-17,0.0
1936-08-18,0.0
1936-08-19,0.0
1936-08-20,0.0
1936-08-21,0.0
1936-08-24,0.0
1936-08-25,0.0
1936-08-26,0.0
1936-08-27,0.0
1936-08-28,0.0
1936-08-31,0.0
1936-09-01,0.0
1936-09-02,0.0
1936-09-03,0.0
1936-09-04,0.0
1936-09-08,0.0
1936-09-09,0.0
1936-09-10,0.0
1936-09-11,0.0
1936-09-14,0.0
1936-09-15,0.0
1936-09-16,0.0
1936-09-17,0.0
1936-09-18,0.0
1936-09-21,0.0
1936-09-22,0.0
1936-09-23,0.0
1936-09-24,0.0
1936-09-25,0.0
1936-09-28,0.0
1936-09-29,0.0
1936-09-30,0.0
1936-10-01,0.0
1936-10-02,0.0
1936-10-05,0.0
1936-10-06,0.0
1936-10-07,0.0
1936-10-08,0.0
1936-10-09,0.0
1936-10-13,0.0
1936-10-14,0.0
1936-10-15,0.0
1936-10-16,0.0
1936-10-19,0.0
1936-10-20,0.0
1936-10-21,0.0
1936-10-22,0.0
1936-10-23,0.0
1936-10-26,0.0
1936-10-27,0.0
1936-10-28,0.0
1936-10-29,0.0
1936-10-30,0.0
1936-11-02,0.0
1936-11-04,0.0
1936-11-05,0.0
1936-11-06,0.0
1936-11-09,0.0
1936-11-10,0.0
1936-11-12,0.0
1936-11-13,0.0
1936-11-16,0.0
1936-11-17,0.0
1936-11-18,0.0
1936-11-19,0.0
1936-11-20,0.0
1936-11-23,0.0
1936-11-24,0.0
1936-11-25,0.0
1936-11-27,0.0
1936-11-30,0.0
1936-12-01,0.0
1936-12-02,0.0
1936-12-03,0.0
1936-12-04,0.0
1936-12-07,0.0
1936-12-08,0.0
1936-12-09,0.0
1936-12-10,0.0
1936-12-11,0.0
1936-12-14,0.0
1936-12-15,0.0
1936-12-16,0.0
1936-12-17,0.0
1936-12-18,0.0
1936-12-21,0.0
1936-12-22,0.0
1936-12-23,0.0
1936-12-24,0.0
1936-12-28,0.0
1936-12-29,0.0
1936-12-30,0.0
1936-12-31,0.0
1937-01-04,0.0
1937-01-05,0.0
1937-01-06,0.0
1937-01-07,0.0
1937-01-08,0.0
1937-01-11,0.0
1937-01-12,0.0
1937-01-13,0.0
1937-01-14,0.0
1937-01-15,0.0
1937-01-18,0.0
1937-01-19,0.0
1937-01-20,0.0
1937-01-21,0.0
1937-01-22,0.0
1937-01-25,0.0
1937-01-26,0.0
1937-01-27,0.0
1937-01-28,0.0
1937-01-29,0.0
1937-02-01,0.0
1937-02-02,0.0
1937-02-03,0.0
1937-02-04,0.0
1937-02-05,0.0
1937-02-08,0.0
1937-02-09,0.0
1937-02-10,0.0
1937-02-11,0.0
1937-02-15,0.0
1937-02-16,0.0
1937-02-17,0.0
1937-02-18,0.0
1937-02-19,0.0
1937-02-23,0.0
1937-02-24,0.0
1937-02-25,0.0
1937-02-26,0.0
1937-03-01,0.0
1937-03-02,0.0
1937-03-03,0.0
1937-03-04,0.0
1937-03-05,0.0
1937-03-08,0.0
1937-03-09,0.0
1937-03-10,0.0
1937-03-11,0.0
1937-03-12,0.0
1937-03-15,0.0
1937-03-16,0.0
1937-03-17,0.0
1937-03-18,0.0
1937-03-19,0.0
1937-03-22,0.0
1937-03-23,0.0
1937-03-24,0.0
1937-03-25,0.0
1937-03-29,0.0
1937-03-30,0.0
1937-03-31,0.0
1937-04-01,0.0
1937-04-02,0.0
1937-04-05,0.0
1937-04-06,0.0
1937-04-07,0.0
1937-04-08,0.0
1937-04-09,0.0
1937-04-12,0.0
1937-04-13,0.0
1937-04-14,0.0
1937-04-15,0.0
1937-04-16,0.0
1937-04-19,0.0
1937-04-20,0.0
1937-04-21,0.0
1937-04-22,0.0
1937-04-23,0.0
1937-04-26,0.0
1937-04-27,0.0
1937-04-28,0.0
1937-04-29,0.0
1937-04-30,0.0
1937-05-03,0.0
1937-05-04,0.0
1937-05-05,0.0
1937-05-06,0.0
1937-05-07,0.0
1937-05-10,0.0
1937-05-11,0.0
1937-05-12,0.0
1937-05-13,0.0
1937-05-14,0.0
1937-05-17,0.0
1937-05-18,0.0
1937-05-19,0.0
1937-05-20,0.0
1937-05-21,0.0
1937-05-24,0.0
1937-05-25,0.0
1937-05-26,0.0
1937-05-27,0.0
1937-05-28,0.0
1937-06-01,0.0
1937-06-02,0.0
1937-06-03,0.0
1937-06-04,0.0
1937-06-07,0.0
1937-06-08,0.0
1937-06-09,0.0
1937-06-10,0.0
1937-06-11,0.0
1937-06-14,0.0
1937-06-15,0.0
1937-06-16,0.0
1937-06-17,0.0
1937-06-18,0.0
1937-06-21,0.0
1937-06-22,0.0
1937-06-23,0.0
1937-06-24,0.0
1937-06-25,0.0
1937-06-28,0.0
1937-06-29,0.0
1937-06-30,0.0
1937-07-01,0.0
1937-07-02,0.0
1937-07-06,0.0
1937-07-07,0.0
1937-07-08,0.0
1937-07-09,0.0
1937-07-12,0.0
1937-07-13,0.0
1937-07-14,0.0
1937-07-15,0.0
1937-07-16,0.0
1937-07-19,0.0
1937-07-20,0.0
1937-07-21,0.0
1937-07-22,0.0
1937-07-23,0.0
1937-07-26,0.0
1937-07-27,0.0
1937-07-28,0.0
1937-07-29,0.0
1937-07-30,0.0
1937-08-02,0.0
1937-08-03,0.0
1937-08-04,0.0
1937-08-05,0.0
1937-08-06,0.0
1937-08-09,0.0
1937-08-10,0.0
1937-08-11,0.0
1937-08-12,0.0
1937-08-13,0.0
1937-08-16,0.0
1937-08-17,0.0
1937-08-18,0.0
1937-08-19,0.0
1937-08-20,0.0
1937-08-23,0.0
1937-08-24,0.0
1937-08-25,0.0
1937-08-26,0.0
1937-08-27,0.0
1937-08-30,0.0
1937-08-31,0.0
1937-09-01,0.0
1937-09-02,0.0
1937-09-03,0.0
1937-09-07,0.0
1937-09-08,0.0
1937-09-09,0.0
1937-09-10,0.0
1937-09-13,0.0
1937-09-14,0.0
1937-09-15,0.0
1937-09-16,0.0
1937-09-17,0.0
1937-09-20,0.0
1937-09-21,0.0
1937-09-22,0.0
1937-09-23,0.0
1937-09-24,0.0
1937-09-27,0.0
1937-09-28,0.0
1937-09-29,0.0
1937-09-30,0.0
1937-10-01,0.0
1937-10-04,0.0
1937-10-05,0.0
1937-10-06,0.0
1937-10-07,0.0
1937-10-08,0.0
1937-10-11,0.0
1937-10-13,0.0
1937-10-14,0.0
1937-10-15,0.0
1937-10-18,0.0
1937-10-19,0.0
1937-10-20,0.0
1937-10-21,0.0
1937-10-22,0.0
1937-10-25,0.0
1937-10-26,0.0
1937-10-27,0.0
1937-10-28,0.0
1937-10-29,0.0
1937-11-01,0.0
1937-11-03,0.0
1937-11-04,0.0
1937-11-05,0.0
1937-11-08,0.0
1937-11-09,0.0
1937-11-10,0.0
1937-11-12,0.0
1937-11-15,0.0
1937-11-16,0.0
1937-11-17,0.0
1937-11-18,0.0
1937-11-19,0.0
1937-11-22,0.0
1937-11-23,0.0
1937-11-24,0.0
1937-11-26,0.0
1937-11-29,0.0
1937-11-30,0.0
1937-12-01,0.0
1937-12-02,0.0
1937-12-03,0.0
1937-12-06,0.0
1937-12-07,0.0
1937-12-08,0.0
1937-12-09,0.0
1937-12-10,0.0
1937-12-13,0.0
1937-12-14,0.0
1937-12-15,0.0
1937-12-16,0.0
1937-12-17,0.0
1937-12-20,0.0
1937-12-21,0.0
1937-12-22,0.0
1937-12-23,0.0
1937-12-24,0.0
1937-12-27,0.0
1937-12-28,0.0
1937-12-29,0.0
1937-12-30,0.0
1937-12-31,0.0
1938-01-03,0.0
1938-01-04,0.0
1938-01-05,0.0
1938-01-06,0.0
1938-01-07,0.0
1938-01-10,0.0
1938-01-11,0.0
1938-01-12,0.0
1938-01-13,0.0
1938-01-14,0.0
1938-01-17,0.0
1938-01-18,0.0
1938-01-19,0.0
1938-01-20,0.0
1938-01-21,0.0
1938-01-24,0.0
1938-01-25,0.0
1938-01-26,0.0
1938-01-27,0.0
1938-01-28,0.0
1938-01-31,0.0
1938-02-01,0.0
1938-02-02,0.0
1938-02-03,0.0
1938-02-04,0.0
1938-02-07,0.0
1938-02-08,0.0
1938-02-09,0.0
1938-02-10,0.0
1938-02-11,0.0
1938-02-14,0.0
1938-02-15,0.0
1938-02-16,0.0
1938-02-17,0.0
1938-02-18,0.0
1938-02-21,0.0
1938-02-23,0.0
1938-02-24,0.0
1938-02-25,0.0
1938-02-28,0.0
1938-03-01,0.0
1938-03-02,0.0
1938-03-03,0.0
1938-03-04,0.0
1938-03-07,0.0
1938-03-08,0.0
